repeat,Method,K,Candidate_Pool_Size,Positive_Targets,Hits,Precision,Recall,Enrichment_Factor,Random_Expected_Hits,Random_Precision
0,PPI-GraphSAGE + nnPU,50,25242,1184,20,0.4,0.016891891891891893,8.527702702702703,2.345297520006339,0.046905950400126774
0,PPI-GraphSAGE + nnPU,100,25242,1184,35,0.35,0.02956081081081081,7.461739864864864,4.690595040012678,0.046905950400126774
0,PPI-GraphSAGE + nnPU,200,25242,1184,61,0.305,0.05152027027027027,6.50237331081081,9.381190080025355,0.046905950400126774
0,PPI-GraphSAGE + nnPU,500,25242,1184,122,0.244,0.10304054054054054,5.2018986486486485,23.45297520006339,0.046905950400126774
0,RWR (STRING graph),10,25242,1184,8,0.8,0.006756756756756757,17.055405405405406,0.4690595040012677,0.046905950400126774
0,RWR (STRING graph),20,25242,1184,14,0.7,0.011824324324324325,14.923479729729728,0.9381190080025354,0.046905950400126774
0,RWR (STRING graph),50,25242,1184,33,0.66,0.02787162162162162,14.07070945945946,2.345297520006339,0.046905950400126774
0,RWR (STRING graph),100,25242,1184,66,0.66,0.05574324324324324,14.07070945945946,4.690595040012678,0.046905950400126774
0,RWR (STRING graph),200,25242,1184,128,0.64,0.10810810810810811,13.644324324324325,9.381190080025355,0.046905950400126774
0,RWR (STRING graph),500,25242,1184,279,0.558,0.23564189189189189,11.89614527027027,23.45297520006339,0.046905950400126774
0,Random forest,10,25242,1184,2,0.2,0.0016891891891891893,4.263851351351351,0.4690595040012677,0.046905950400126774
0,Random forest,20,25242,1184,5,0.25,0.004222972972972973,5.3298141891891895,0.9381190080025354,0.046905950400126774
0,Random forest,50,25242,1184,12,0.24,0.010135135135135136,5.116621621621621,2.345297520006339,0.046905950400126774
0,Random forest,100,25242,1184,26,0.26,0.02195945945945946,5.543006756756757,4.690595040012678,0.046905950400126774
0,Random forest,200,25242,1184,56,0.28,0.0472972972972973,5.969391891891893,9.381190080025355,0.046905950400126774
0,Random forest,500,25242,1184,101,0.202,0.08530405405405406,4.306489864864865,23.45297520006339,0.046905950400126774
0,scTDA-GCN (dual attention + nnPU),10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
0,scTDA-GCN (dual attention + nnPU),20,25242,1184,6,0.3,0.005067567567567568,6.395777027027027,0.9381190080025354,0.046905950400126774
