Gene_Symbol,Score
SLC46A3,0.36436734726580283
ZCCHC11,0.3640136058054445
UACA,0.3640128215709807
SLC12A9,0.36375014955643503
ZNF581,0.3634360573775016
SNCG,0.36330126006646857
TSPAN9,0.36327251173303626
KIAA2013,0.3629391687601961
LAPTM4B,0.3626576233256408
ARL4C,0.36264970029282073
AP006222.2,0.3626268019090581
ARMCX2,0.36253777200996257
AIM1,0.3623457624610801
DNPH1,0.36232433069127534
CD300LF,0.3622607418548918
ABHD14A,0.3622122467255558
S100A12,0.362107237629262
HEXDC,0.36204947888453975
TCEB3,0.36189639945389346
ARL8A,0.361459758818009
TFEC,0.36142828336063826
HOXA-AS2,0.3614053242909924
SSSCA1,0.361224262470397
CFAP97,0.3602753812653787
ARL6IP6,0.3598469173698838
THAP9-AS1,0.3598170839087768
MANBAL,0.3596356476168479
CILP,0.35958975664734316
HMGXB3,0.3595844597159309
ZBTB12,0.3595817745619182
SUSD3,0.35957928271394934
FAM174A,0.3592840395494258
ZNF518A,0.35913273576950333
ZNF618,0.35896075430350693
ANXA8,0.3587495543546409
SVEP1,0.3583277896851079
SPACA4,0.35816451213381134
LRRC75A,0.35814364245146196
RBM6,0.35810454652370016
ECM1,0.3578791806384596
PITHD1,0.35782368122187713
RP11-1094M14.11,0.3575908281529944
TSPAN18,0.35750111416472374
PLEKHO2,0.356853560798967
SIRPG,0.35681032388127165
LTC4S,0.35659873348303583
MIIP,0.35561444325505337
TROVE2,0.3555986459879535
CMKLR1,0.35553444236070253
FO538757.2,0.3553881105888037
SNX21,0.35493688741771545
RARRES2,0.3549351816546841
RASGEF1B,0.3549272138307214
HMCN1,0.3548686344441849
NR2F1-AS1,0.35465492809354493
FPR3,0.3545754005637567
MFAP4,0.3535759131850499
PNPLA5,0.3534070368071381
HIGD1B,0.3532613734160972
ACTG2,0.35325704122955104
LILRA1,0.3532387832493473
PLXDC2,0.3526135343587005
MOXD1,0.3526032739710039
MT1A,0.3525061286978601
TREML1,0.3518014751278665
GPR34,0.3516373970347413
TANC2,0.35085741793161257
SLAMF8,0.35056030626212603
C9ORF142,0.35036459871655273
STK10,0.3503398528495935
EML3,0.350185046935685
DHRS12,0.3501366489506584
HERC4,0.349971203110762
CST7,0.3499095567608838
TMEM176A,0.3499006045860018
SULF2,0.3496088526370438
CHN2,0.34950818311028004
NUTM2B-AS1,0.34948641213514375
TARS,0.3491094249789824
FAM134C,0.3489842313656014
HLA-DQB2,0.3488473848300597
ZNF430,0.34876617173180446
FAM219B,0.3486002198674406
DCN,0.3481213710431721
SLFN13,0.3480984571043143
N4BP2L1,0.34795184361448356
ARMS2,0.3479383724223219
VIT,0.34778850067728695
IGHA1,0.3476711091662478
TP53TG1,0.3467855515698056
C12ORF75,0.34629272091577235
MMP23B,0.3462446140935054
AC147651.4,0.34624347854474485
HSH2D,0.34619378680548185
CRACR2B,0.3453328697237265
CHI3L2,0.3450921031478438
FAM63B,0.3449807892924797
CRIP1,0.3448039763310866
CPNE1,0.34465678289972934
PIGBOS1,0.3443882053058611
C16ORF89,0.344203418090396
TRDV1,0.34413213573133467
C6ORF89,0.34412455767390154
PHTF2,0.343879504235463
PRKRIR,0.3436934976483457
APOL4,0.34332930444643134
FXYD6,0.34332719479441415
CD101,0.3430408487356337
SIGLEC15,0.34262896853903396
CHIT1,0.3426239733110674
DTD1,0.3424543845653685
DUSP23,0.34237414921910486
ZC3H7A,0.3422286513817771
TRIL,0.3421750660590817
PAGE4,0.3418375788593419
IFI27L1,0.3411939777496278
MAP3K7CL,0.34116627928519444
C1ORF56,0.34108803122187714
OSTF1,0.3410698775132402
FPR2,0.34096296993243813
FAM104B,0.3407480832652021
FAM84A,0.340702293115109
SLC2A14,0.34042758397752637
PRELP,0.3397833001364231
BTNL9,0.339410479517029
TMEM204,0.33934259553597707
LEPROTL1,0.33886985464167396
KIAA0430,0.3388232863699412
CHIA,0.33875058137971625
DRAM2,0.33870745922227746
NPDC1,0.3385606415990682
MFAP5,0.33833440509958246
RNU12,0.33825289746599085
CCDC94,0.33823703468880945
FAM21C,0.3381787297919575
STAB1,0.33782925032595323
SIGLEC14,0.3377559585994375
TMEM176B,0.3374879296364435
TIMP3,0.3371665268527284
LMCD1,0.3369161604236357
C2ORF76,0.336864280814305
LILRB3,0.33666621179372835
LRRC25,0.33653792637838087
MORN2,0.3365200763031059
SEC14L1,0.3363779962158391
KIAA1715,0.3357952925187503
OGN,0.33575990661219934
LUZP1,0.3356575081598007
IGLC2,0.3355355070143381
ZMYND15,0.33552830407989415
CLEC5A,0.3354136406869265
PLA2G16,0.3352219555384612
S100A16,0.3347939892823721
CD300A,0.3347138903539047
DDT,0.33457210867928233
